"school_recordid","year_numeric","disability","total_male_disability","total_female_disability","total_disability"
"2086","2015","Visual","5","2","7"
"2658","2015","Visual","3","0","3"
"1778","2015","Visual","2","2","4"
"3240","2015","Visual","1","0","1"
"1915","2015","Visual","2","0","2"
"4066","2015","Visual","0","1","1"
"1735","2015","Visual","0","1","1"
"3161","2015","Visual","0","1","1"
"1807","2015","Visual","6","3","9"
"2667","2015","Visual","7","5","12"
"1908","2015","Visual","2","0","2"
"3775","2015","Visual","1","0","1"
"1896","2015","Visual","1","0","1"
"4051","2015","Visual","1","0","1"
"1873","2015","Visual","0","1","1"
"3238","2015","Visual","2","0","2"
"2055","2015","Visual","2","0","2"
"2669","2015","Visual","1","2","3"
"1830","2015","Visual","1","0","1"
"3709","2015","Visual","1","0","1"
"1797","2015","Visual","2","0","2"
"4083","2015","Visual","0","1","1"
"1569","2015","Visual","11","1","12"
"3454","2015","Visual","1","0","1"
"1848","2015","Visual","1","0","1"
"2869","2015","Visual","0","2","2"
"1899","2015","Visual","0","2","2"
"3657","2015","Visual","1","0","1"
"1910","2015","Visual","0","1","1"
"4268","2015","Visual","2","0","2"
"1859","2015","Visual","1","1","2"
"3479","2015","Visual","1","1","2"
"2137","2015","Visual","12","0","12"
"2758","2015","Visual","0","1","1"
"1913","2015","Visual","0","1","1"
"4110","2015","Visual","7","3","10"
"1815","2015","Visual","4","11","15"
"4135","2015","Visual","2","3","5"
"1517","2015","Visual","2","4","6"
"3404","2015","Visual","0","1","1"
"1850","2015","Visual","2","0","2"
"2794","2015","Visual","0","1","1"
"2199","2015","Visual","6","0","6"
"3892","2015","Visual","1","0","1"
"2262","2015","Visual","1","1","2"
"4886","2015","Visual","1","0","1"
"1932","2015","Visual","7","0","7"
"3663","2015","Visual","5","2","7"
"2105","2015","Visual","1","0","1"
"2812","2015","Visual","2","3","5"
"1877","2015","Visual","0","1","1"
"3824","2015","Visual","2","0","2"
"1847","2015","Visual","6","0","6"
"4670","2015","Visual","2","0","2"
"1584","2015","Visual","2","0","2"
"3677","2015","Visual","1","2","3"
"2098","2015","Visual","1","1","2"
"2826","2015","Visual","1","0","1"
"2290","2015","Visual","1","0","1"
"4292","2015","Visual","0","2","2"
"2263","2015","Visual","0","1","1"
"4987","2015","Visual","1","0","1"
"1939","2015","Visual","5","1","6"
"3681","2015","Visual","0","3","3"
"2188","2015","Visual","1","0","1"
"2837","2015","Visual","0","1","1"
"1960","2015","Visual","0","9","9"
"4509","2015","Visual","0","1","1"
"1606","2015","Visual","0","1","1"
"5054","2015","Visual","0","1","1"
"1686","2015","Visual","0","1","1"
"3636","2015","Visual","0","1","1"
"1909","2015","Visual","0","1","1"
"3169","2015","Visual","2","0","2"
"2317","2015","Visual","0","1","1"
"4429","2015","Visual","1","0","1"
"2294","2015","Visual","9","4","13"
"5087","2015","Visual","1","0","1"
"1907","2015","Visual","0","1","1"
"3788","2015","Visual","1","0","1"
"2323","2015","Visual","0","1","1"
"3335","2015","Visual","0","1","1"
"2362","2015","Visual","1","5","6"
"4529","2015","Visual","0","1","1"
"1633","2015","Visual","0","1","1"
"4534","2015","Visual","0","1","1"
"1954","2015","Visual","2","1","3"
"3754","2015","Visual","0","1","1"
"2234","2015","Visual","1","0","1"
"3612","2015","Visual","2","3","5"
"2360","2015","Visual","1","0","1"
"4894","2015","Visual","1","0","1"
"2313","2015","Visual","1","0","1"
"5372","2015","Visual","0","1","1"
"2066","2015","Visual","0","2","2"
"3756","2015","Visual","2","3","5"
"2453","2015","Visual","3","0","3"
"3553","2015","Visual","0","2","2"
"2328","2015","Visual","1","0","1"
"4661","2015","Visual","1","0","1"
"1749","2015","Visual","1","0","1"
"5420","2015","Visual","1","2","3"
"1855","2015","Visual","0","2","2"
"3697","2015","Visual","1","1","2"
"2266","2015","Visual","3","3","6"
"3678","2015","Visual","1","1","2"
"2367","2015","Visual","3","3","6"
"5411","2015","Visual","0","1","1"
"2348","2015","Visual","0","1","1"
"5422","2015","Visual","0","1","1"
"1975","2015","Visual","1","0","1"
"3706","2015","Visual","8","6","14"
"2456","2015","Visual","0","1","1"
"3644","2015","Visual","0","1","1"
"2414","2015","Visual","1","0","1"
"5146","2015","Visual","0","3","3"
"1683","2015","Visual","1","1","2"
"5503","2015","Visual","1","0","1"
"2286","2015","Visual","3","0","3"
"3831","2015","Visual","1","0","1"
"2284","2015","Visual","0","1","1"
"3669","2015","Visual","1","0","1"
"2374","2015","Visual","1","0","1"
"5180","2015","Visual","0","1","1"
"2378","2015","Visual","0","1","1"
"5621","2015","Visual","0","1","1"
"2393","2015","Visual","26","0","26"
"3813","2015","Visual","3","0","3"
"2673","2015","Visual","1","0","1"
"3896","2015","Visual","1","0","1"
"2415","2015","Visual","1","0","1"
"5197","2015","Visual","0","23","23"
"1722","2015","Visual","2","0","2"
"5319","2015","Visual","1","0","1"
"2205","2015","Visual","1","0","1"
"4140","2015","Visual","5","1","6"
"2366","2015","Visual","1","0","1"
"3898","2015","Visual","1","1","2"
"2760","2015","Visual","4","2","6"
"5264","2015","Visual","0","1","1"
"2111","2015","Visual","1","0","1"
"5354","2015","Visual","0","7","7"
"2193","2015","Visual","1","0","1"
"4115","2015","Visual","4","7","11"
"2672","2015","Visual","4","1","5"
"3928","2015","Visual","2","2","4"
"2697","2015","Visual","4","0","4"
"5512","2015","Visual","1","1","2"
"2060","2015","Visual","1","0","1"
"5304","2015","Visual","1","0","1"
"1972","2015","Visual","2","0","2"
"4254","2015","Visual","1","0","1"
"2643","2015","Visual","1","0","1"
"3962","2015","Visual","1","3","4"
"2644","2015","Visual","2","0","2"
"5528","2015","Visual","1","0","1"
"2512","2015","Visual","3","1","4"
"5773","2015","Visual","4","2","6"
"2652","2015","Visual","2","0","2"
"4147","2015","Visual","1","0","1"
"2570","2015","Visual","12","0","12"
"3964","2015","Visual","1","0","1"
"2863","2015","Visual","1","0","1"
"5645","2015","Visual","1","0","1"
"2056","2015","Visual","4","1","5"
"6025","2015","Visual","4","1","5"
"2122","2015","Visual","0","1","1"
"4347","2015","Visual","0","1","1"
"2466","2015","Visual","1","1","2"
"3803","2015","Visual","1","1","2"
"2842","2015","Visual","2","2","4"
"5662","2015","Visual","0","2","2"
"2514","2015","Visual","2","0","2"
"6056","2015","Visual","1","0","1"
"2700","2015","Visual","4","2","6"
"4315","2015","Visual","0","1","1"
"2773","2015","Visual","1","0","1"
"3821","2015","Visual","0","1","1"
"2896","2015","Visual","3","2","5"
"5782","2015","Visual","3","2","5"
"1933","2015","Visual","0","1","1"
"6058","2015","Visual","4","0","4"
"2739","2015","Visual","1","0","1"
"4290","2015","Visual","1","0","1"
"2475","2015","Visual","1","0","1"
"4291","2015","Visual","1","5","6"
"2917","2015","Visual","1","1","2"
"5714","2015","Visual","1","1","2"
"2381","2015","Visual","0","1","1"
"6140","2015","Visual","0","1","1"
"2702","2015","Visual","0","14","14"
"4279","2015","Visual","4","1","5"
"2821","2015","Visual","2","2","4"
"4307","2015","Visual","2","0","2"
"2831","2015","Visual","0","1","1"
"6347","2015","Visual","1","0","1"
"2340","2015","Visual","1","0","1"
"6309","2015","Visual","5","0","5"
"2439","2015","Visual","1","0","1"
"4263","2015","Visual","3","2","5"
"2761","2015","Visual","2","0","2"
"4214","2015","Visual","0","1","1"
"3062","2015","Visual","1","0","1"
"5915","2015","Visual","3","0","3"
"2397","2015","Visual","0","2","2"
"6255","2015","Visual","5","2","7"
"2725","2015","Visual","3","4","7"
"4408","2015","Visual","2","0","2"
"3025","2015","Visual","1","0","1"
"3562","2015","Visual","3","2","5"
"2766","2015","Visual","1","0","1"
"5913","2015","Visual","5","5","10"
"2258","2015","Visual","1","1","2"
"6324","2015","Visual","1","1","2"
"2637","2015","Visual","2","2","4"
"4588","2015","Visual","0","1","1"
"2827","2015","Visual","0","1","1"
"4121","2015","Visual","2","1","3"
"3178","2015","Visual","1","0","1"
"5932","2015","Visual","38","2","40"
"2411","2015","Visual","1","1","2"
"6424","2015","Visual","1","0","1"
"2768","2015","Visual","1","0","1"
"4622","2015","Visual","1","0","1"
"3089","2015","Visual","1","1","2"
"4123","2015","Visual","2","0","2"
"2799","2015","Visual","2","0","2"
"5963","2015","Visual","3","0","3"
"2265","2015","Visual","17","17","34"
"6556","2015","Visual","1","0","1"
"2654","2015","Visual","2","2","4"
"4926","2015","Visual","1","0","1"
"1959","2015","Visual","1","0","1"
"4089","2015","Visual","1","2","3"
"3162","2015","Visual","0","1","1"
"6717","2015","Visual","1","0","1"
"2663","2015","Visual","3","2","5"
"6575","2015","Visual","2","2","4"
"2909","2015","Visual","3","3","6"
"5124","2015","Visual","1","0","1"
"2855","2015","Visual","4","0","4"
"4080","2015","Visual","1","0","1"
"2762","2015","Visual","0","1","1"
"6851","2015","Visual","0","2","2"
"2392","2015","Visual","0","2","2"
"6609","2015","Visual","3","4","7"
"2370","2015","Visual","1","0","1"
"5233","2015","Visual","2","1","3"
"2870","2015","Visual","0","1","1"
"4030","2015","Visual","1","0","1"
"3362","2015","Visual","0","2","2"
"6865","2015","Visual","1","0","1"
"2665","2015","Visual","1","0","1"
"6593","2015","Visual","3","2","5"
"2786","2015","Visual","8","0","8"
"5242","2015","Visual","7","0","7"
"2908","2015","Visual","3","1","4"
"4007","2015","Visual","1","0","1"
"3164","2015","Visual","2","2","4"
"6752","2015","Visual","1","0","1"
"2585","2015","Visual","0","1","1"
"6860","2015","Visual","1","0","1"
"3255","2015","Visual","0","1","1"
"5299","2015","Visual","1","0","1"
"2936","2015","Visual","1","0","1"
"4591","2015","Visual","1","0","1"
"3664","2015","Visual","2","2","4"
"6899","2015","Visual","3","1","4"
"2846","2015","Visual","0","1","1"
"6909","2015","Visual","2","1","3"
"2752","2015","Visual","1","2","3"
"4976","2015","Visual","1","0","1"
"3107","2015","Visual","1","0","1"
"4834","2015","Visual","0","1","1"
"3347","2015","Visual","0","1","1"
"6902","2015","Visual","0","1","1"
"2508","2015","Visual","1","2","3"
"6642","2015","Visual","0","1","1"
"3275","2015","Visual","0","2","2"
"5040","2015","Visual","1","0","1"
"3018","2015","Visual","0","1","1"
"4464","2015","Visual","1","0","1"
"3712","2015","Visual","3","5","8"
"6884","2015","Visual","0","2","2"
"2996","2015","Visual","3","1","4"
"7125","2015","Visual","1","0","1"
"3077","2015","Visual","1","1","2"
"5444","2015","Visual","1","0","1"
"3125","2015","Visual","1","0","1"
"4525","2015","Visual","1","0","1"
"3348","2015","Visual","0","1","1"
"6885","2015","Visual","2","0","2"
"2608","2015","Visual","1","0","1"
"7007","2015","Visual","3","1","4"
"3172","2015","Visual","0","1","1"
"5549","2015","Visual","1","0","1"
"2893","2015","Visual","1","0","1"
"4407","2015","Visual","0","1","1"
"3796","2015","Visual","0","1","1"
"7084","2015","Visual","3","1","4"
"2814","2015","Visual","0","1","1"
"7109","2015","Visual","1","0","1"
"3004","2015","Visual","2","1","3"
"5792","2015","Visual","1","0","1"
"2973","2015","Visual","1","2","3"
"4909","2015","Visual","1","0","1"
"3701","2015","Visual","7","4","11"
"6966","2015","Visual","1","0","1"
"2703","2015","Visual","2","1","3"
"7110","2015","Visual","1","0","1"
"3173","2015","Visual","1","0","1"
"5635","2015","Visual","1","0","1"
"2911","2015","Visual","0","1","1"
"5050","2015","Visual","7","0","7"
"3778","2015","Visual","2","3","5"
"7250","2015","Visual","0","1","1"
"2915","2015","Visual","4","2","6"
"7191","2015","Visual","0","1","1"
"3170","2015","Visual","6","0","6"
"5601","2015","Visual","2","1","3"
"3290","2015","Visual","8","8","16"
"5218","2015","Visual","0","1","1"
"3751","2015","Visual","0","1","1"
"7203","2015","Visual","0","1","1"
"2776","2015","Visual","0","2","2"
"7442","2015","Visual","1","0","1"
"2904","2015","Visual","1","0","1"
"6003","2015","Visual","0","1","1"
"3186","2015","Visual","0","2","2"
"5502","2015","Visual","13","4","17"
"3937","2015","Visual","1","0","1"
"7152","2015","Visual","1","0","1"
"2879","2015","Visual","7","1","8"
"7476","2015","Visual","0","1","1"
"3129","2015","Visual","1","0","1"
"6151","2015","Visual","1","0","1"
"3676","2015","Visual","1","0","1"
"5375","2015","Visual","0","1","1"
"3834","2015","Visual","1","0","1"
"7202","2015","Visual","3","0","3"
"2767","2015","Visual","0","1","1"
"7492","2015","Visual","3","0","3"
"2872","2015","Visual","1","0","1"
"6301","2015","Visual","0","1","1"
"3261","2015","Visual","1","0","1"
"5700","2015","Visual","0","1","1"
"3862","2015","Visual","1","1","2"
"7804","2015","Visual","0","1","1"
"3215","2015","Visual","2","1","3"
"7412","2015","Visual","0","1","1"
"3243","2015","Visual","1","0","1"
"6035","2015","Visual","1","0","1"
"3691","2015","Visual","0","1","1"
"6036","2015","Visual","0","2","2"
"3852","2015","Visual","0","1","1"
"7785","2015","Visual","1","0","1"
"2876","2015","Visual","1","1","2"
"7709","2015","Visual","1","1","2"
"3291","2015","Visual","0","1","1"
"6085","2015","Visual","0","1","1"
"3227","2015","Visual","1","0","1"
"6034","2015","Visual","1","1","2"
"3848","2015","Visual","1","4","5"
"8104","2015","Visual","3","1","4"
"3233","2015","Visual","0","2","2"
"7695","2015","Visual","8","2","10"
"3254","2015","Visual","1","0","1"
"6544","2015","Visual","0","2","2"
"3860","2015","Visual","0","1","1"
"6020","2015","Visual","10","4","14"
"3949","2015","Visual","0","1","1"
"8305","2015","Visual","3","0","3"
"3101","2015","Visual","1","0","1"
"7628","2015","Visual","0","1","1"
"3557","2015","Visual","1","0","1"
"6680","2015","Visual","4","6","10"
"3159","2015","Visual","1","1","2"
"6052","2015","Visual","2","1","3"
"4064","2015","Visual","0","2","2"
"8423","2015","Visual","2","0","2"
"3249","2015","Visual","1","0","1"
"7643","2015","Visual","1","0","1"
"3295","2015","Visual","2","1","3"
"6621","2015","Visual","0","1","1"
"3927","2015","Visual","0","1","1"
"6152","2015","Visual","4","0","4"
"4034","2015","Visual","1","1","2"
"8473","2015","Visual","1","1","2"
"3160","2015","Visual","0","1","1"
"7995","2015","Visual","1","0","1"
"3559","2015","Visual","0","1","1"
"6848","2015","Visual","1","2","3"
"3134","2015","Visual","0","1","1"
"6177","2015","Visual","13","0","13"
"4355","2015","Visual","0","1","1"
"8571","2015","Visual","11","0","11"
"3414","2015","Visual","1","0","1"
"8114","2015","Visual","2","2","4"
"3656","2015","Visual","1","1","2"
"6764","2015","Visual","1","2","3"
"4225","2015","Visual","1","0","1"
"6193","2015","Visual","1","0","1"
"4152","2015","Visual","1","0","1"
"8873","2015","Visual","0","1","1"
"3112","2015","Visual","0","1","1"
"8080","2015","Visual","0","1","1"
"3574","2015","Visual","1","0","1"
"6814","2015","Visual","1","0","1"
"3104","2015","Visual","1","0","1"
"6234","2015","Visual","1","0","1"
"4262","2015","Visual","1","0","1"
"8854","2015","Visual","1","0","1"
"3417","2015","Visual","0","1","1"
"8680","2015","Visual","1","1","2"
"3720","2015","Visual","1","0","1"
"6739","2015","Visual","20","0","20"
"4127","2015","Visual","0","1","1"
"6318","2015","Visual","3","0","3"
"4233","2015","Visual","1","1","2"
"8655","2015","Visual","0","1","1"
"3119","2015","Visual","0","1","1"
"8595","2015","Visual","1","0","1"
"3575","2015","Visual","1","0","1"
"6939","2015","Visual","1","0","1"
"3109","2015","Visual","2","0","2"
"6293","2015","Visual","0","1","1"
"4264","2015","Visual","1","0","1"
"8773","2015","Visual","1","0","1"
"3665","2015","Visual","6","4","10"
"8662","2015","Visual","1","2","3"
"3688","2015","Visual","1","1","2"
"7212","2015","Visual","0","1","1"
"4258","2015","Visual","3","3","6"
"6370","2015","Visual","1","0","1"
"4202","2015","Visual","1","0","1"
"8790","2015","Visual","0","1","1"
"2942","2015","Visual","0","2","2"
"8179","2015","Visual","1","0","1"
"3576","2015","Visual","12","4","16"
"7214","2015","Visual","1","0","1"
"3488","2015","Visual","0","3","3"
"6402","2015","Visual","1","1","2"
"4566","2015","Visual","0","1","1"
"8941","2015","Visual","3","2","5"
"3631","2015","Visual","0","1","1"
"8314","2015","Visual","1","1","2"
"3563","2015","Visual","13","11","24"
"7162","2015","Visual","1","2","3"
"4260","2015","Visual","0","2","2"
"6404","2015","Visual","0","1","1"
"4336","2015","Visual","1","1","2"
"8888","2015","Visual","0","1","1"
"2962","2015","Visual","2","0","2"
"8380","2015","Visual","3","10","13"
"3776","2015","Visual","0","1","1"
"7121","2015","Visual","1","0","1"
"3554","2015","Visual","1","0","1"
"6436","2015","Visual","46","0","46"
"4548","2015","Visual","1","0","1"
"8891","2015","Visual","0","1","1"
"3767","2015","Visual","1","1","2"
"8915","2015","Visual","1","3","4"
"3529","2015","Visual","0","2","2"
"7248","2015","Visual","1","0","1"
"4275","2015","Visual","0","2","2"
"6572","2015","Visual","1","1","2"
